Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
213049_at	Ral GTPase activating protein, alpha subunit 1 (catalytic)	253959	ENSG00000174373 /// OTTHUMG00000170619
213050_at	cordon-bleu WH2 repeat protein	23242	ENSG00000106078 /// OTTHUMG00000155999
213064_at	zinc finger CCCH-type containing 14	79882	ENSG00000100722 /// OTTHUMG00000170803
213080_x_at	ribosomal protein L5	6125	ENSG00000122406 /// OTTHUMG00000010899
213106_at	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	10396	ENSG00000124406 /// OTTHUMG00000099403
213109_at	TRAF2 and NCK interacting kinase	23043	ENSG00000154310 /// OTTHUMG00000159036
213128_s_at	ubiquitin protein ligase E3A	7337	ENSG00000114062 /// OTTHUMG00000171548
213175_s_at	small nuclear ribonucleoprotein polypeptides B and B1	6628	ENSG00000125835 /// OTTHUMG00000031694
213201_s_at	troponin T type 1 (skeletal, slow)	7138	ENSG00000105048 /// OTTHUMG00000180542
213214_x_at	actin gamma 1	71	ENSG00000184009 /// OTTHUMG00000177955
213218_at	zinc finger and SCAN domain containing 26	7741	ENSG00000197062 /// OTTHUMG00000014519
213228_at	phosphodiesterase 8B	8622	ENSG00000113231 /// OTTHUMG00000102170
213229_at	dicer 1, ribonuclease type III	23405	ENSG00000100697 /// OTTHUMG00000166134
213291_s_at	ubiquitin protein ligase E3A	7337	ENSG00000114062 /// OTTHUMG00000171548
213305_s_at	protein phosphatase 2, regulatory subunit B', gamma	5527	ENSG00000078304 /// OTTHUMG00000171597
213324_at	SRC proto-oncogene, non-receptor tyrosine kinase	6714	ENSG00000197122 /// OTTHUMG00000032417
213355_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	10402	ENSG00000064225 /// OTTHUMG00000159047
213425_at	wingless-type MMTV integration site family, member 5A	7474	ENSG00000114251 /// OTTHUMG00000158361
213503_x_at	annexin A2	302	ENSG00000182718 /// OTTHUMG00000132763
213509_x_at	carboxylesterase 2	8824	ENSG00000172831 /// OTTHUMG00000137517
213541_s_at	v-ets avian erythroblastosis virus E26 oncogene homolog	2078	ENSG00000157554 /// OTTHUMG00000090767
213553_x_at	apolipoprotein C-I	341	ENSG00000130208 /// OTTHUMG00000180844
213693_s_at	mucin 1, cell surface associated	4582	ENSG00000185499 /// OTTHUMG00000035681
213729_at	PRP40 pre-mRNA processing factor 40 homolog A	55660	ENSG00000196504 /// OTTHUMG00000154031
213738_s_at	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	498	ENSG00000152234 /// OTTHUMG00000132637
213795_s_at	protein tyrosine phosphatase, receptor type, A	5786	ENSG00000132670
213811_x_at	transcription factor 3	6929	ENSG00000071564 /// OTTHUMG00000180031
213843_x_at	solute carrier family 6 (neurotransmitter transporter), member 8	6535	ENSG00000130821 /// OTTHUMG00000024208
213849_s_at	protein phosphatase 2, regulatory subunit B, beta	5521	ENSG00000156475 /// OTTHUMG00000163381
213911_s_at	H2A histone family, member Z	3015	ENSG00000164032 /// OTTHUMG00000131048
213934_s_at	zinc finger protein 23	7571	ENSG00000167377 /// OTTHUMG00000176797
213937_s_at	FtsJ RNA methyltransferase homolog 1 (E. coli)	24140	ENSG00000068438 /// OTTHUMG00000024118
213941_x_at	ribosomal protein S7	6201	ENSG00000171863 /// OTTHUMG00000090305
213969_x_at	ribosomal protein L29	6159	ENSG00000162244 /// OTTHUMG00000155262
213973_at	ribosome binding protein 1	6238	ENSG00000125844 /// OTTHUMG00000031945
214010_s_at	ATPase, class II, type 9B	374868	ENSG00000166377 /// OTTHUMG00000132898
214032_at	zeta chain of T cell receptor associated protein kinase 70kDa	7535	ENSG00000115085 /// OTTHUMG00000153060
214109_at	LPS-responsive vesicle trafficking, beach and anchor containing	987	ENSG00000198589 /// OTTHUMG00000161443
214117_s_at	biotinidase	686	ENSG00000169814 /// OTTHUMG00000129861
214317_x_at	ribosomal protein S9	6203	ENSG00000170889 /// ENSG00000274646 /// ENSG00000274950 /// ENSG00000278270 /// OTTHUMG00000066618 /// OTTHUMG00000149856 /// OTTHUMG00000150998 /// OTTHUMG00000189030
214348_at	tachykinin receptor 2	6865	ENSG00000075073 /// OTTHUMG00000018377
214366_s_at	arachidonate 5-lipoxygenase	240	ENSG00000012779 /// ENSG00000275565 /// OTTHUMG00000018081 /// OTTHUMG00000174846
214390_s_at	branched chain amino-acid transaminase 1, cytosolic	586	ENSG00000060982 /// OTTHUMG00000169053
214428_x_at	complement component 4A (Rodgers blood group) /// complement component 4B (Chido blood group) /// complement component 4B (Chido blood group), copy 2	720 /// 721 /// 100293534	ENSG00000206340 /// ENSG00000224389 /// ENSG00000228267 /// ENSG00000236625 /// ENSG00000244731 /// OTTHUMG00000012597 /// OTTHUMG00000031186 /// OTTHUMG00000031187 /// OTTHUMG00000031486 /// OTTHUMG00000149114
214432_at	ATPase, Na+/K+ transporting, alpha 3 polypeptide	478	ENSG00000105409 /// OTTHUMG00000137384
214437_s_at	serine hydroxymethyltransferase 2 (mitochondrial)	6472	ENSG00000182199 /// OTTHUMG00000171246
214452_at	branched chain amino-acid transaminase 1, cytosolic	586	ENSG00000060982 /// OTTHUMG00000169053
214456_x_at	serum amyloid A1 /// serum amyloid A2	6288 /// 6289	ENSG00000173432 /// OTTHUMG00000166147
214459_x_at	major histocompatibility complex, class I, C	3107	ENSG00000225691 /// OTTHUMG00000149479
214507_s_at	exosome component 2	23404	ENSG00000130713 /// OTTHUMG00000020811
214508_x_at	cAMP responsive element modulator	1390	ENSG00000095794 /// OTTHUMG00000017953
214605_x_at	G protein-coupled receptor 1	2825	ENSG00000183671 /// OTTHUMG00000132894
214643_x_at	bridging integrator 1	274	ENSG00000136717 /// OTTHUMG00000131465
214678_x_at	zinc finger protein, X-linked	7543	ENSG00000005889 /// OTTHUMG00000021264
214681_at	glycerol kinase	2710	ENSG00000198814 /// OTTHUMG00000021328
214730_s_at	golgi glycoprotein 1	2734	ENSG00000090863 /// OTTHUMG00000177174
214741_at	zinc finger protein 131	7690	ENSG00000172262 /// OTTHUMG00000162223
214855_s_at	Ral GTPase activating protein, alpha subunit 1 (catalytic) /// Ral GTPase activating protein, alpha subunit 1 (catalytic) pseudogene	26134 /// 253959	ENSG00000174373 /// OTTHUMG00000170619
214876_s_at	tubulin, gamma complex associated protein 5	114791	ENSG00000275835 /// ENSG00000276856 /// OTTHUMG00000188371 /// OTTHUMG00000189941
214882_s_at	serine/arginine-rich splicing factor 2	6427	ENSG00000161547 /// OTTHUMG00000177547
214899_at	zinc finger protein 780B	163131	ENSG00000128000 /// ENSG00000281601 /// OTTHUMG00000155118
214909_s_at	dimethylarginine dimethylaminohydrolase 2	23564	ENSG00000206395 /// ENSG00000213722 /// ENSG00000225635 /// ENSG00000226634 /// ENSG00000227317 /// ENSG00000228128 /// ENSG00000233076 /// OTTHUMG00000004924 /// OTTHUMG00000031212 /// OTTHUMG00000031512 /// OTTHUMG00000137402 /// OTTHUMG00000149031 /// OTTHUMG00000149312 /// OTTHUMG00000149544
214922_at	zinc finger protein 484	83744	ENSG00000127081 /// OTTHUMG00000020236
214931_s_at	SRSF protein kinase 2	6733	ENSG00000135250 /// OTTHUMG00000157405
214933_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	773	ENSG00000141837 /// OTTHUMG00000044590
214934_at	ATPase, class II, type 9B	374868	ENSG00000166377 /// OTTHUMG00000132898
214971_s_at	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	6480	ENSG00000073849 /// OTTHUMG00000156500
214991_s_at	phosphatidylinositol glycan anchor biosynthesis class O	84720	ENSG00000165282 /// OTTHUMG00000019854
215001_s_at	glutamate-ammonia ligase	2752	ENSG00000135821 /// OTTHUMG00000037407
215216_at	vacuolar protein sorting 16 homolog (S. cerevisiae)	64601	ENSG00000215305 /// OTTHUMG00000031714
215245_x_at	fragile X mental retardation 1	2332	ENSG00000102081 /// OTTHUMG00000022606
215260_s_at	transcription factor 3	6929	ENSG00000071564 /// OTTHUMG00000180031
215269_at	trafficking protein particle complex 10	7109	ENSG00000160218 /// OTTHUMG00000086894
215292_s_at	megakaryoblastic leukemia (translocation) 1	57591	ENSG00000196588 /// OTTHUMG00000151146
215300_s_at	flavin containing monooxygenase 5	2330	ENSG00000131781 /// OTTHUMG00000014607
215329_s_at	cyclin-dependent kinase 11A /// cyclin-dependent kinase 11B	984 /// 728642	ENSG00000008128 /// ENSG00000248333 /// OTTHUMG00000000703 /// OTTHUMG00000078638
215338_s_at	natural killer cell triggering receptor	4820	ENSG00000114857 /// OTTHUMG00000133037
215346_at	CD40 molecule, TNF receptor superfamily member 5	958	ENSG00000101017 /// OTTHUMG00000033053
215389_s_at	troponin T type 2 (cardiac)	7139	ENSG00000118194 /// OTTHUMG00000035733
215499_at	mitogen-activated protein kinase kinase 3	5606	ENSG00000034152 /// OTTHUMG00000134322
215510_at	ets variant 2	2116	ENSG00000105672 /// OTTHUMG00000150545
215531_s_at	gamma-aminobutyric acid (GABA) A receptor, alpha 5	2558	ENSG00000186297 /// OTTHUMG00000171824
215537_x_at	dimethylarginine dimethylaminohydrolase 2	23564	ENSG00000206395 /// ENSG00000213722 /// ENSG00000225635 /// ENSG00000226634 /// ENSG00000227317 /// ENSG00000228128 /// ENSG00000233076 /// OTTHUMG00000004924 /// OTTHUMG00000031212 /// OTTHUMG00000031512 /// OTTHUMG00000137402 /// OTTHUMG00000149031 /// OTTHUMG00000149312 /// OTTHUMG00000149544
215621_s_at	immunoglobulin heavy constant delta	3495	OTTHUMG00000152538 /// OTTHUMG00000190886
215646_s_at	versican	1462	ENSG00000038427 /// OTTHUMG00000131321
215660_s_at	microtubule associated serine/threonine kinase 2	23139	ENSG00000086015 /// OTTHUMG00000008007
215661_at	microtubule associated serine/threonine kinase 2	23139	ENSG00000086015 /// OTTHUMG00000008007
215672_s_at	adenosylhomocysteinase-like 2	23382	ENSG00000158467 /// OTTHUMG00000157677
215716_s_at	ATPase, Ca++ transporting, plasma membrane 1	490	ENSG00000070961 /// OTTHUMG00000169946
215782_at	RAB40A, member RAS oncogene family-like	282808	ENSG00000102128 /// ENSG00000172476 /// OTTHUMG00000022084 /// OTTHUMG00000022100
215807_s_at	plexin B1	5364	ENSG00000164050 /// OTTHUMG00000133527
215812_s_at	solute carrier family 6 (neurotransmitter transporter), member 10, pseudogene /// solute carrier family 6 (neurotransmitter transporter), member 8 pseudogene /// solute carrier family 6 (neurotransmitter transporter), member 8	6535 /// 386757 /// 653562	ENSG00000130821 /// ENSG00000214617 /// OTTHUMG00000024208 /// OTTHUMG00000132481
215834_x_at	scavenger receptor class B, member 1	949	ENSG00000073060 /// OTTHUMG00000168544
215903_s_at	microtubule associated serine/threonine kinase 2	23139	ENSG00000086015 /// OTTHUMG00000008007
215905_s_at	small nuclear ribonucleoprotein, U5 40kDa subunit	9410	ENSG00000060688 /// OTTHUMG00000003790
215997_s_at	cullin 4B	8450	ENSG00000158290 /// OTTHUMG00000022302
216092_s_at	solute carrier family 7 (amino acid transporter light chain, L system), member 8	23428	ENSG00000092068 /// OTTHUMG00000028720
216139_s_at	mitogen-activated protein kinase 8 interacting protein 3	23162	ENSG00000138834 /// OTTHUMG00000128637
216191_s_at	T cell receptor delta variable 3	28516	OTTHUMG00000170905
216212_s_at	dyskeratosis congenita 1, dyskerin	1736	ENSG00000130826 /// OTTHUMG00000024242
216234_s_at	protein kinase, cAMP-dependent, catalytic, alpha	5566	ENSG00000072062 /// OTTHUMG00000182051
216243_s_at	interleukin 1 receptor antagonist	3557	ENSG00000136689 /// OTTHUMG00000131341
216258_s_at	serpin peptidase inhibitor, clade B (ovalbumin), member 13	5275	ENSG00000197641 /// OTTHUMG00000060406
216299_s_at	X-ray repair complementing defective repair in Chinese hamster cells 3	7517	ENSG00000126215 /// OTTHUMG00000169228
216302_at	heterogeneous nuclear ribonucleoprotein C-like 1 /// heterogeneous nuclear ribonucleoprotein C-like 2 /// heterogeneous nuclear ribonucleoprotein C-like 3 /// heterogeneous nuclear ribonucleoprotein C-like 4	343069 /// 440563 /// 649330 /// 101060301	ENSG00000179172 /// ENSG00000179412 /// ENSG00000274109 /// ENSG00000275774 /// ENSG00000277058 /// ENSG00000282175 /// OTTHUMG00000001931 /// OTTHUMG00000009503 /// OTTHUMG00000189236 /// OTTHUMG00000189238
216320_x_at	macrophage stimulating 1	4485	ENSG00000173531 /// OTTHUMG00000155918
216321_s_at	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2908	ENSG00000113580 /// OTTHUMG00000129677
216331_at	integrin alpha 7	3679	ENSG00000135424 /// OTTHUMG00000170699
216339_s_at	tenascin XA (pseudogene) /// tenascin XB	7146 /// 7148	ENSG00000168477 /// ENSG00000206258 /// ENSG00000229353 /// ENSG00000231608 /// ENSG00000233323 /// ENSG00000236236 /// OTTHUMG00000012679 /// OTTHUMG00000031024 /// OTTHUMG00000031088 /// OTTHUMG00000031358 /// OTTHUMG00000137665 /// OTTHUMG00000137670 /// OTTHUMG00000149051 /// OTTHUMG00000149118 /// OTTHUMG00000149559 /// OTTHUMG00000149634
216388_s_at	leukotriene B4 receptor	1241	ENSG00000213903 /// OTTHUMG00000029346
216458_at	PQ loop repeat containing 3	130814	ENSG00000162976 /// OTTHUMG00000119055
216468_s_at	zinc finger protein 682	91120	ENSG00000197124 /// OTTHUMG00000182650
216471_x_at	synovial sarcoma, X breakpoint 2 /// synovial sarcoma, X breakpoint 2B	6757 /// 727837	ENSG00000241476 /// ENSG00000268447 /// OTTHUMG00000021593 /// OTTHUMG00000022697
216526_x_at	major histocompatibility complex, class I, C	3107	ENSG00000233841 /// OTTHUMG00000031436
216546_s_at	chitinase 3-like 1 (cartilage glycoprotein-39)	1116	ENSG00000133048 /// OTTHUMG00000042122
216602_s_at	phenylalanyl-tRNA synthetase alpha subunit	2193	ENSG00000179115 /// OTTHUMG00000180569
216606_x_at	lysophospholipase II /// lysophospholipase II pseudogene 1	11313 /// 653639	ENSG00000011009 /// OTTHUMG00000002961 /// OTTHUMG00000013688 /// OTTHUMG00000031128 /// OTTHUMG00000031408 /// OTTHUMG00000148829 /// OTTHUMG00000149615
216640_s_at	protein disulfide isomerase family A, member 6	10130	ENSG00000143870 /// OTTHUMG00000090479
216685_s_at	methylthioadenosine phosphorylase	4507	ENSG00000099810 /// OTTHUMG00000019690
216900_s_at	cholinergic receptor, nicotinic alpha 4 /// uncharacterized LOC102723788	1137 /// 102723788	ENSG00000101204 /// OTTHUMG00000033080
216924_s_at	dopamine receptor D2	1813	ENSG00000149295 /// OTTHUMG00000167717
216933_x_at	adenomatous polyposis coli	324	ENSG00000134982 /// OTTHUMG00000128806
216944_s_at	inositol 1,4,5-trisphosphate receptor, type 1	3708	ENSG00000150995 /// OTTHUMG00000154996
216949_s_at	polycystic kidney disease 1 (autosomal dominant)	5310	ENSG00000008710 /// OTTHUMG00000155795
216953_s_at	Wilms tumor 1	7490	ENSG00000184937 /// OTTHUMG00000039556
216975_x_at	neuronal PAS domain protein 1	4861	ENSG00000130751 /// OTTHUMG00000183440
216985_s_at	syntaxin 3	6809	ENSG00000166900 /// OTTHUMG00000167353
216988_s_at	protein tyrosine phosphatase type IVA, member 2	8073	ENSG00000184007 /// OTTHUMG00000003801
217002_s_at	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	3359	ENSG00000166736 /// OTTHUMG00000160494
217023_x_at	tryptase alpha/beta 1 /// tryptase beta 2 (gene/pseudogene)	7177 /// 64499	ENSG00000172236 /// ENSG00000197253 /// OTTHUMG00000090467 /// OTTHUMG00000155926
217056_at	T cell receptor alpha joining 20 /// T cell receptor alpha variable 36/delta variable 7	28646 /// 28735	OTTHUMG00000170666 /// OTTHUMG00000170947
217071_s_at	methylenetetrahydrofolate reductase (NAD(P)H)	4524	ENSG00000177000 /// OTTHUMG00000002277
217073_x_at	apolipoprotein A-I	335	ENSG00000118137 /// OTTHUMG00000046112
217088_s_at	natural cytotoxicity triggering receptor 1	9437	ENSG00000189430 /// ENSG00000273506 /// ENSG00000273535 /// ENSG00000273916 /// ENSG00000274053 /// ENSG00000275156 /// ENSG00000275822 /// ENSG00000277629 /// ENSG00000277824 /// ENSG00000278362 /// OTTHUMG00000149825 /// OTTHUMG00000153345 /// OTTHUMG00000183212 /// OTTHUMG00000189056
217095_x_at	natural cytotoxicity triggering receptor 1	9437	ENSG00000189430 /// ENSG00000273506 /// ENSG00000273535 /// ENSG00000273916 /// ENSG00000274053 /// ENSG00000275156 /// ENSG00000275822 /// ENSG00000277629 /// ENSG00000277824 /// ENSG00000278362 /// OTTHUMG00000149825 /// OTTHUMG00000153345 /// OTTHUMG00000183212 /// OTTHUMG00000189056
217171_at	sphingomyelin phosphodiesterase 1, acid lysosomal	6609	ENSG00000166311 /// OTTHUMG00000165453
217173_s_at	low density lipoprotein receptor	3949	ENSG00000130164 /// OTTHUMG00000171935
217176_s_at	zinc finger protein, X-linked	7543	ENSG00000005889 /// OTTHUMG00000021264
217248_s_at	solute carrier family 7 (amino acid transporter light chain, L system), member 8	23428	ENSG00000092068 /// OTTHUMG00000028720
217276_x_at	serine hydrolase-like 2	253190	ENSG00000183569 /// OTTHUMG00000150892
217280_x_at	gamma-aminobutyric acid (GABA) A receptor, alpha 5	2558	ENSG00000186297 /// OTTHUMG00000171824
217334_at	olfactory receptor, family 2, subfamily J, member 3	442186	ENSG00000204701 /// ENSG00000206522 /// ENSG00000226271 /// ENSG00000229866 /// ENSG00000230855 /// ENSG00000232178 /// ENSG00000233618 /// ENSG00000233636 /// OTTHUMG00000004767 /// OTTHUMG00000031092 /// OTTHUMG00000031362 /// OTTHUMG00000085957 /// OTTHUMG00000148696 /// OTTHUMG00000148858 /// OTTHUMG00000149137 /// OTTHUMG00000149393
217403_s_at	zinc finger protein 227	7770	ENSG00000131115 /// OTTHUMG00000182352
217411_s_at	ras responsive element binding protein 1	6239	ENSG00000124782 /// OTTHUMG00000014201
217517_x_at	SRSF protein kinase 2	6733	ENSG00000135250 /// OTTHUMG00000157405
217564_s_at	carbamoyl-phosphate synthase 1	1373	ENSG00000021826 /// OTTHUMG00000132994
217627_at	zinc finger protein 573	126231	ENSG00000189144 /// OTTHUMG00000048183
217635_s_at	polymerase (DNA directed), gamma	5428	ENSG00000140521 /// OTTHUMG00000149646
217636_at	polymerase (DNA directed), gamma	5428	ENSG00000140521 /// OTTHUMG00000149646
217681_at	wingless-type MMTV integration site family, member 7B	7477	ENSG00000188064 /// OTTHUMG00000154636
217714_x_at	microRNA 3917 /// stathmin 1	3925 /// 100500808	ENSG00000117632 /// ENSG00000264021 /// OTTHUMG00000007389
217756_x_at	small EDRK-rich factor 2	10169	ENSG00000140264 /// OTTHUMG00000059935
217830_s_at	NSFL1 (p97) cofactor (p47)	55968	ENSG00000088833 /// OTTHUMG00000031665
217839_at	TRK-fused gene	10342	ENSG00000114354 /// OTTHUMG00000159085
217867_x_at	beta-site APP-cleaving enzyme 2	25825	ENSG00000182240 /// OTTHUMG00000086742
217897_at	FXYD domain containing ion transport regulator 6	53826	ENSG00000137726 /// OTTHUMG00000166991
217912_at	dihydrouridine synthase 1-like	64118	ENSG00000169718 /// OTTHUMG00000178525
217915_s_at	ribosomal L24 domain containing 1	51187	ENSG00000137876 /// OTTHUMG00000131957
217943_s_at	MAP7 domain containing 1	55700	ENSG00000116871 /// OTTHUMG00000007714
217946_s_at	SUMO1 activating enzyme subunit 1	10055	ENSG00000142230 /// OTTHUMG00000183464
217959_s_at	trafficking protein particle complex 4	51399	ENSG00000196655 /// ENSG00000280495 /// OTTHUMG00000166351
217984_at	ribonuclease T2	8635	ENSG00000026297 /// OTTHUMG00000016009
218014_at	nucleoporin 85kDa	79902	ENSG00000125450 /// OTTHUMG00000179482
218029_at	family with sequence similarity 65, member A	79567	ENSG00000039523 /// OTTHUMG00000137536
218051_s_at	5'-nucleotidase domain containing 2	64943	ENSG00000168268 /// OTTHUMG00000158626
218123_at	chromosome 21 open reading frame 59	56683	ENSG00000159079 /// OTTHUMG00000179510
218133_s_at	NIF3 NGG1 interacting factor 3-like 1	60491	ENSG00000196290 /// OTTHUMG00000154588
218147_s_at	glycosyltransferase 8 domain containing 1	55830	ENSG00000016864 /// OTTHUMG00000158759
